case_id,crime_head,unit_id,district_id,reg_date,reg_datetime,day_of_week,hour_of_day,time_band,month_num,year_num,year_month,is_chargesheeted,victim_age,victim_age_band,victim_gender,narrative
1334,12,4430006,29,2025-04-18,2025-04-18 22:48:00,5,22,5,4,2025,202504,true,31,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1335,12,4430006,29,2025-04-19,2025-04-19 20:37:00,6,20,5,4,2025,202504,true,33,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1336,12,4430006,29,2025-04-19,2025-04-19 22:53:00,6,22,5,4,2025,202504,false,60,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1337,12,4430006,29,2025-04-25,2025-04-25 21:18:00,5,21,5,4,2025,202504,false,67,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1338,12,4430006,29,2025-05-03,2025-05-03 22:08:00,6,22,5,5,2025,202505,false,69,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1339,12,4430006,29,2025-05-10,2025-05-10 21:02:00,6,21,5,5,2025,202505,false,24,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1340,12,4430006,29,2025-05-10,2025-05-10 19:22:00,6,19,4,5,2025,202505,false,47,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1341,12,4430006,29,2025-05-23,2025-05-23 20:52:00,5,20,5,5,2025,202505,false,67,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1342,12,4430006,29,2025-05-24,2025-05-24 22:36:00,6,22,5,5,2025,202505,false,62,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1343,12,4430006,29,2025-05-24,2025-05-24 19:46:00,6,19,4,5,2025,202505,false,45,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1344,12,4430006,29,2025-05-30,2025-05-30 20:01:00,5,20,5,5,2025,202505,false,29,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1345,12,4430006,29,2025-05-30,2025-05-30 20:10:00,5,20,5,5,2025,202505,true,20,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1346,12,4430006,29,2025-06-13,2025-06-13 20:16:00,5,20,5,6,2025,202506,false,15,0,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1347,12,4430006,29,2025-06-13,2025-06-13 22:33:00,5,22,5,6,2025,202506,false,29,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1348,12,4430006,29,2025-06-14,2025-06-14 19:45:00,6,19,4,6,2025,202506,true,25,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1349,12,4430006,29,2025-06-20,2025-06-20 22:37:00,5,22,5,6,2025,202506,false,46,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1350,12,4430006,29,2025-06-28,2025-06-28 20:34:00,6,20,5,6,2025,202506,true,51,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
